acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.982,['Yiruma'],0.287,1.92E+05,3.202,2.45E-01,0,5H9nnDuwE0UCEyQgN42XCs,9.23E-01,0,0.088,-17.241,1,Reminiscent,53,12/9/2011,0.038,150.269,6.26E-02,2011
0.965,['alt-J'],0.363,1.58E+05,2.625,1.14E-01,0,3Kuz6KSGfiNIV9Rphs5hgL,7.37E-03,9,0.113,-13.082,1,Hand-Made,45,9/18/2012,0.036,115.031,4.94E-02,2012
0.975,"['Mychael Danna', 'Rob Simonsen', 'Mike Nowak']",0.173,1.70E+05,2.826,1.29E-01,0,1RxaEvQCmT36nIZFYjpk5F,9.64E-01,6,0.101,-20.377,0,Tsimtsum,52,11/16/2012,0.042,62.98,3.39E-02,2012
0.952,['Birdy'],0.379,2.01E+05,3.351,2.90E-01,0,1oBDaufG8Arkz3t52UbiQi,1.06E-03,4,0.118,-8.485,1,Skinny Love,56,9/16/2013,0.051,166.467,1.69E-01,2013
0.955,['Idina Menzel'],0.343,1.79E+05,2.979,7.39E-02,0,5HZCMnScUwekum55mcRdjK,1.73E-04,9,0.102,-18.964,1,"I'm Not That Girl - From ""Wicked"" Original Broadway Cast Recording/2003",49,1/1/2013,0.033,90.265,1.73E-01,2013
0.988,['Jeremy Zuckerman'],0.244,3.07E+04,0.512,1.51E-01,0,1gtflD7JVxpozNitZJp6xu,9.46E-01,6,0.116,-12.535,0,The Legend of Korra End Credits,46,7/16/2013,0.035,83.772,5.63E-01,2013
0.98,['Jeremy Soule'],0.133,2.38E+05,3.963,2.97E-02,0,63zmiYZRPVSRLoYXbqfLPv,9.56E-01,9,0.091,-29.885,0,Dawn,51,1/31/2013,0.044,88.834,3.22E-02,2013
0.989,['dandelion hands'],0.35,1.67E+05,2.785,1.00E-01,0,4mlqHOqOXja92BT4M51lkj,5.45E-01,4,0.11,-18.491,1,I Like You,50,1/1/2013,0.033,108.74,1.35E-01,2013
0.99,['Musica Para Meditacion Profunda'],0.156,2.03E+05,3.38,1.10E-01,0,0ODALQinASCloaogj0xgAF,9.91E-01,0,0.104,-24.097,1,"El Chakra Del Corazón, Anahata - Om En La Clave De F",53,1/5/2013,0.041,68.262,3.82E-02,2013
0.978,['C418'],0.102,1.85E+05,3.083,2.65E-02,0,0G6qJsqHP0Bbe5XuRjxGQq,9.63E-01,1,0.082,-20.832,1,Mutation,50,11/9/2013,0.042,73.097,3.91E-02,2013
0.954,['Casting Crowns'],0.342,2.81E+05,4.69,1.51E-01,0,2PuvIyN4e2w2i4GIjWCqsB,0.00E+00,10,0.157,-12.397,1,Broken Together,49,1/24/2014,0.036,88.358,1.92E-01,2014
0.982,['Jóhann Jóhannsson'],0.336,1.72E+05,2.874,4.40E-02,0,5ay0cvjtVAbMLOe8gTadFh,9.60E-01,7,0.221,-29.255,0,A Model of the Universe,56,11/4/2014,0.046,90.243,6.66E-02,2014
0.951,['Eric Church'],0.511,1.94E+05,3.23,9.71E-02,0,4tLNKzcRv95bWCtwNpH4w6,0.00E+00,11,0.106,-16.561,1,A Man Who Was Gonna Die Young,47,1/1/2014,0.044,134.936,3.97E-01,2014
0.952,['Steffany Gretzinger'],0.25,1.95E+05,3.244,1.70E-01,0,2TTpZrsNdlOBoHKNGdpSeq,1.11E-05,2,0.14,-14.247,1,No Fear in Love,50,8/25/2014,0.036,87.724,2.40E-01,2014
0.97,['Aquilo'],0.314,2.54E+05,4.232,2.07E-01,0,3oCd8HkxnzvAWHxaZi3jIB,4.60E-03,0,0.082,-14.707,1,You There,54,4/7/2014,0.031,76.529,5.24E-02,2014
0.953,['Lana Del Rey'],0.169,3.50E+05,5.834,2.69E-01,0,4X5zaUdlRhvBWYnyQIKmH8,8.28E-03,5,0.111,-13.265,0,Honeymoon,57,9/18/2015,0.036,74.847,1.73E-01,2015
0.972,['Bon Iver'],0.298,1.68E+05,2.8,1.12E-01,0,5oK98mpTJSU0iqLHN1hZ3y,8.23E-02,1,0.093,-15.765,1,22 (OVER S∞∞N),57,9/30/2016,0.035,86.786,9.72E-02,2016
0.973,['The Lumineers'],0.477,9.71E+04,1.618,2.36E-01,0,5xxqxlolNTVsPwSqaltfZm,9.22E-01,4,0.108,-16.991,1,Patience,51,4/8/2016,0.046,138.361,9.82E-02,2016
0.988,['Julius Aston'],0.555,1.86E+05,3.1,3.97E-02,0,64ltkWiXTteDM5x4s1XP1M,9.39E-01,5,0.085,-21.354,1,Trieste,58,12/13/2016,0.067,103.709,2.19E-01,2016
0.959,['Ruelle'],0.444,2.32E+05,3.872,1.26E-01,0,2aJWkpCXMvIIZISkMQr1lE,0.00E+00,9,0.075,-11.77,0,War of Hearts (Acoustic Version),64,6/23/2017,0.034,138.069,4.07E-01,2017
0.995,['Evelyn Stein'],0.349,2.07E+05,3.456,2.05E-02,0,5FoZCDCl6WhrAIm4Ygyjg7,9.30E-01,5,0.096,-26.793,1,Quiet Resource,63,2/7/2017,0.043,68.983,3.96E-02,2017
0.958,"['moow', 'Lotte Kestner']",0.754,9.71E+04,1.618,1.97E-01,0,0vS05UkNkb0dZxbHkxCp6v,9.44E-01,2,0.097,-11.627,1,You're in My Head,61,1/27/2017,0.105,140.178,3.26E-01,2017
0.979,['xerLK'],0.241,1.46E+05,2.429,6.28E-02,0,3UTIDzn7QvyeU4fl09Wa2B,9.36E-01,2,0.086,-26.156,0,Sandy Foam,60,9/21/2018,0.049,70.024,3.90E-02,2018
0.99,['Martin Lindgaarden'],0.378,1.79E+05,2.983,3.69E-02,0,0eQZinXiAeZ75SRcJwuweI,8.96E-01,3,0.101,-25.859,0,Montauk,63,8/10/2018,0.037,71.997,1.20E-01,2018
0.959,['Novo Amor'],0.514,2.09E+05,3.478,3.09E-01,0,7CoMBpPTwQi2wPT0U0Nr9b,2.32E-01,9,0.096,-10.623,1,State Lines,65,10/19/2018,0.031,137.462,1.52E-01,2018
0.975,"['Rufi-O', 'Lily Potter']",0.714,1.53E+05,2.549,1.31E-01,0,2zhPy8zbBf53XgTtkEbnbO,9.04E-01,5,0.354,-21.958,1,Oblivion,63,12/13/2018,0.056,113.032,6.85E-01,2018
0.97,['Matter and Energy'],0.09,1.76E+05,2.927,4.45E-02,0,531T2IlqucxLsyDPtw6LSv,8.84E-01,1,0.087,-23.641,0,Quantum,67,6/28/2019,0.042,77.326,4.12E-02,2019
0.991,['Francesca Caroléo'],0.136,1.74E+05,2.892,1.52E-02,0,5ptMWCoMxUP5phRKZ5MyBx,9.11E-01,7,0.057,-31.307,1,Celandine,68,6/14/2019,0.049,70.955,3.76E-02,2019
0.986,['Spirit Minds'],0.22,2.07E+05,3.45,5.14E-02,0,0Ycl08JD5MBn28OPznygwz,8.97E-01,7,0.129,-25.116,0,Spaces,61,9/7/2019,0.044,80.671,3.58E-02,2019
0.996,['Viclo'],0.289,1.56E+05,2.591,2.21E-02,0,0rdOvRimwzjyBHdZ0pR2E7,9.52E-01,2,0.101,-27.635,1,Dream dependence,66,9/12/2019,0.057,137.546,9.79E-02,2019
0.982,['Zen Gaya'],0.155,2.04E+05,3.407,2.76E-02,0,199TOFLcLwoW2knx6OTC0l,9.11E-01,11,0.097,-24.866,1,Lost in the Clouds,66,3/25/2019,0.042,69.694,1.22E-01,2019
0.99,['Benette'],0.368,1.61E+05,2.688,8.92E-03,0,4UlarjdicLUPbdssOxWbYX,9.11E-01,10,0.102,-29.555,1,Lily's Cradle,66,5/13/2019,0.05,63.639,2.87E-01,2019
0.962,['Everlight'],0.164,1.92E+05,3.195,4.57E-02,0,0Cks68XMF8C89s1zTfFtR2,8.58E-01,1,0.101,-27.965,1,Sleeping Beauty,61,8/12/2019,0.044,130.96,4.39E-02,2019
0.981,['Leerseite'],0.253,1.78E+05,2.962,1.17E-01,0,2c15DLDKQDhMVWk3CQ2GZ4,8.45E-01,2,0.095,-21.979,1,Mind Retreat,62,4/29/2019,0.072,78.36,9.71E-02,2019
0.964,['Primer Dia'],0.198,1.67E+05,2.782,1.25E-01,0,3WeYjOyamokKdl3cvQysZq,9.20E-01,0,0.112,-22.252,1,Skylines,62,3/5/2019,0.041,95.653,3.88E-02,2019
0.984,"['Frédéric Chopin', 'Idil Biret']",0.301,4.61E+05,7.683,5.52E-02,0,4FJJKMXwKerjg6YOZlSvIA,9.07E-01,5,0.064,-22.124,1,"Ballade No. 2 in F Major, Op. 38",43,1/21/2000,0.046,76.012,4.00E-02,2000
0.991,"['Erik Satie', 'Aldo Ciccolini']",0.588,1.89E+05,3.15,2.50E-02,0,7EmWxGbLI9kq4SCl8gokfb,8.81E-01,7,0.101,-27.829,1,"Satie: 3 Gymnopédies: No. 1, Lent et douloureux",40,2/1/2000,0.084,81.057,5.98E-01,2000
0.988,"['Frédéric Chopin', 'Idil Biret']",0.496,1.50E+05,2.499,1.08E-01,0,251nfOQOQYMGiAYTgDJyjp,8.36E-01,9,0.151,-23.813,1,"Mazurkas, Op. 33: Mazurka No. 23 in D Major, Op. 33, No. 2",43,1/21/2000,0.032,96.969,3.68E-01,2000
0.96,['Amel Larrieux'],0.387,2.71E+05,4.513,9.08E-02,0,6nVWopkV9TK2YR7HZUh8oS,0.00E+00,9,0.177,-16.757,1,Make Me Whole,36,2/2/2000,0.043,103.322,2.70E-01,2000
0.962,['Nicolas de Angelis'],0.392,2.03E+05,3.39,2.86E-01,0,0oNyxmkS58UGVd86VcVAOp,8.85E-01,2,0.124,-11.222,0,Passion,41,4/5/2001,0.037,82.121,3.36E-01,2001
0.979,['Monks Of The Abbey Of Notre Dame'],0.235,1.05E+05,1.743,1.11E-01,0,01phCD6Upm5SNe53hTPW9u,4.07E-01,4,0.106,-19.789,1,Dignus Est Deus,41,2001,0.052,125.48,3.90E-02,2001
0.972,['Howard Shore'],0.091,2.06E+05,3.434,6.19E-02,0,3wlNmUeoHnM1jcOcXxC6qI,9.12E-01,0,0.105,-23.247,1,Rivendell,43,2001,0.044,86.93,3.64E-02,2001
0.98,['Norah Jones'],0.413,1.88E+05,3.129,3.01E-02,0,6DoOBnoCZNOzPAsfT4h9Eb,3.95E-04,0,0.085,-17.425,1,The Nearness Of You,40,2/22/2002,0.04,82.771,2.21E-01,2002
0.957,"['Howard Shore', 'Hilary Summers']",0.07,2.77E+05,4.613,7.89E-02,0,3tEW3BubSpSzJ6GoCT3cV8,8.89E-01,5,0.109,-27.029,0,Farewell to Lorien,44,12/2/2002,0.05,75.953,3.13E-02,2002
0.987,['Eva Cassidy'],0.524,2.76E+05,4.607,5.28E-02,0,4jS6mCmznV5fjTNLf4h61o,5.70E-04,6,0.085,-14.706,1,Imagine,50,2002,0.049,129.029,2.88E-01,2002
0.968,['Sufjan Stevens'],0.417,2.24E+05,3.732,7.15E-02,0,4oWTPL6ihHK1JNwDcJ94z4,1.32E-02,5,0.11,-17.39,1,Flint (For the Unemployed and Underpaid),41,7/1/2003,0.045,123.119,1.72E-01,2003
0.971,['Howard Shore'],0.183,1.78E+05,2.963,5.75E-02,0,4aB29POCPX88HgVvwl4xqb,9.85E-01,9,0.127,-29.202,1,Bilbo's Song,44,11/24/2003,0.049,81.066,3.61E-02,2003
0.974,['The Jive Bombers'],0.373,1.73E+05,2.879,2.90E-01,0,2L9ISa8cLoUZMMlY1JEkoE,1.24E-06,5,0.09,-11.722,1,Bad Boy,38,1/1/2003,0.041,217.743,4.82E-01,2003
0.969,"['Mormon Tabernacle Choir', 'Orchestra at Temple Square', 'Craig Jessop']",0.097,2.87E+05,4.787,1.70E-01,0,0uC0Deej3lmVqivFFfj0sk,8.43E-01,10,0.154,-23.428,1,I'm Trying to Be Like Jesus,38,5/6/2003,0.038,89.328,1.50E-01,2003
0.992,['John Williams'],0.259,7.27E+04,1.211,9.62E-02,0,59xohjlL8uhdil8UEMIN76,9.94E-01,2,0.097,-33.463,1,The Patronus Light,44,5/25/2004,0.045,66.128,4.29E-02,2004
0.973,['Will Ackerman'],0.342,2.58E+05,4.307,5.05E-02,0,10PcJgNwEdMwfBXmj2pYBi,8.77E-01,8,0.118,-22.377,1,The Bricklayer's Beautiful Daughter,40,2004,0.049,145.936,3.05E-01,2004
0.967,['The Shivers'],0.349,2.11E+05,3.524,2.62E-01,0,5wC5aUCu9gp7kb23I8OECm,1.70E-04,8,0.113,-8.595,0,Beauty,42,10/15/2004,0.029,76.892,7.74E-02,2004
0.961,['Fred Mollin'],0.267,2.17E+05,3.609,1.27E-01,0,1oigWpHyzcC5grxH1rpW0f,8.38E-01,0,0.137,-17.499,1,Somewhere Out There - Instrumental,43,1/1/2005,0.034,78.303,7.22E-02,2005
0.983,['Fred Mollin'],0.482,1.60E+05,2.661,1.50E-01,0,1zxKIzxF2NUwseAsb5shSG,5.74E-01,5,0.094,-15.454,0,Chim Chim Cher-ee - Instrumental,42,1/1/2005,0.033,124.971,5.50E-02,2005
0.955,"['Johann Baptist Vanhal', 'Toronto Chamber Orchestra', 'Kevin Mallon']",0.317,3.05E+05,5.08,1.23E-02,0,3DruXfuowq2uyM9FkTt6A4,4.04E-01,2,0.172,-30.127,1,"Symphony in G Major, Bryan G6: II. Andante molto grazioso",43,3/1/2005,0.046,73.514,1.53E-01,2005
0.989,['Robert Mirabal'],0.171,2.39E+05,3.984,1.74E-01,0,3bzc0xRyNkeXvESUvE2VYr,9.53E-01,3,0.105,-21.328,0,Courtship Song,41,1/1/2005,0.041,94.355,6.84E-02,2005
0.979,['Patrick Doyle'],0.101,1.39E+05,2.31,1.24E-01,0,1ez8ZmONwGLDsOzqLECDoU,9.53E-01,7,0.073,-17.876,1,Another Year Ends,46,11/9/2005,0.04,75.2,3.57E-02,2005
0.988,['Fred Mollin'],0.516,1.72E+05,2.869,8.03E-02,0,5rWi8IzQtoTVNRSDUYEio4,8.39E-01,10,0.13,-19.782,1,Morning Has Broken - Instrumental,43,1/1/2005,0.036,135.938,3.39E-01,2005
0.986,['Daniel Johnston'],0.408,3.12E+05,5.192,3.16E-01,0,5nSXjtRmTY22UHwf2qZOCX,2.31E-01,0,0.332,-10.771,1,Story Of An Artist,44,4/18/2006,0.042,106.133,6.71E-01,2006
0.99,['Emile Pandolfi'],0.494,2.65E+05,4.423,3.72E-02,0,6r0HePjY5K8WWjHffKL1sG,9.34E-01,7,0.096,-22.287,1,Gymnopedie,42,3/6/2006,0.05,93.654,2.44E-01,2006
0.952,['Liquid Mind'],0.167,4.46E+05,7.425,1.10E-01,0,5INLKzjb8a6SrwI3xik6DN,9.69E-01,0,0.086,-23.029,1,Breathe in Me,39,3/14/2006,0.05,112.601,3.39E-02,2006
0.983,['Ludovico Einaudi'],0.248,1.94E+05,3.231,9.97E-03,0,2jNbG2ZVvEi0qqt7ut3dnM,8.67E-01,2,0.133,-20.631,0,L'origine Nascosta,49,4/20/2007,0.048,85.634,1.41E-01,2007
0.954,['Michael Giacchino'],0.164,1.94E+05,3.227,7.98E-02,0,1XgQtMoo2drLvh0qRHMvJB,6.53E-01,2,0.41,-20.671,1,Anyone Can Cook,44,1/1/2007,0.041,101.995,3.98E-02,2007
0.995,['Coyote Oldman'],0.121,3.60E+05,5.993,1.74E-02,0,1OmnvhVmoct7xBGdm0VTXD,9.68E-01,8,0.11,-27.719,1,Translucent Shadows,44,3/25/2008,0.042,85.352,3.93E-02,2008
0.959,['Timber Timbre'],0.64,2.18E+05,3.629,1.26E-01,0,7yP9PPNZQrq1TE0XNpswJA,7.86E-04,5,0.106,-17.093,1,Demon Host,40,6/30/2009,0.037,75.663,2.73E-01,2009
0.99,"['Frédéric Chopin', 'Elisabeth Leonskaja']",0.402,3.10E+05,5.161,2.08E-02,0,2FRnxuLDZ4vSdvER2Xzrv2,9.19E-01,3,0.097,-27.294,1,"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",51,9/1/2009,0.045,94.457,8.62E-02,2009
0.993,"['Frédéric Chopin', 'Alexandre Tharaud']",0.215,5.40E+05,8.992,2.45E-01,0,7gXWx5DBR5MfsFBzPm9zSS,8.92E-01,7,0.109,-14.514,0,"Chopin: Ballade No. 1 in G Minor, Op. 23",50,11/23/2009,0.043,69.561,3.97E-02,2009
0.957,['Rhyan Zorn'],0.316,1.90E+05,3.165,1.96E-02,0,0y3yFju7xqGgYx6TD0ygau,9.40E-01,8,0.113,-17.519,1,Talawanda,52,12/6/2010,0.049,65.794,1.20E-01,2010
0.991,"['Kundalini: Yoga, Meditation, Relaxation']",0.2,1.53E+05,2.553,4.61E-03,0,3SrEmZTtPBo5Mzsa7qRsQE,9.42E-01,10,0.257,-32.499,1,Yoga Meditation and Relaxation,48,10/1/2010,0.037,75.284,2.39E-01,2010
0.963,['J.S. Epperson'],0.165,8.352e+05            1,3.919,4.36E-02,0,3rw3uYUoKicjBxUW7EigtS,9.35E-01,1,0.085,-27.528,1,528 Hz D.N.A. Repair,49,8/29/2010,0.05,141.129,3.81E-02,2010
0.979,['Nazareno Aversa'],0.614,2.13E+05,3.557,1.75E-01,0,017dbEUVSuGK7YzU8CLb8S,9.23E-01,7,0.103,-18.861,1,Man In the Mirror,49,1/4/2010,0.047,102.113,1.72E-01,2010
0.984,"['Keith Jarrett', 'Charlie Haden']",0.38,2.55E+05,4.254,3.77E-02,0,6TCEJVBIrm9YysBGEVHFD0,9.35E-01,11,0.097,-22.733,0,One Day I'll Fly Away,52,5/7/2010,0.042,75.286,1.14E-01,2010
0.958,['Alexi Murdoch'],0.566,3.30E+05,5.501,1.27E-01,0,2Tax7fSPDly9OLIAZRd0Dp,9.16E-01,7,0.111,-18.624,1,Through The Dark,47,3/8/2011,0.044,123.211,1.89E-01,2011
0.994,"['Dario Marianelli', 'Jack Liebeck', 'Benjamin Wallfisch']",0.375,5.84E+04,0.973,4.06E-03,0,02BumRY2OTFMkMxrXSVMat,9.08E-01,7,0.084,-31.824,0,A Game of Badminton (feat. Jack Liebeck),51,3/8/2011,0.067,139.682,3.58E-01,2011
0.979,['Jake Shimabukuro'],0.511,3.54E+05,5.904,9.12E-02,0,1PzD8CQfJbJNRQys7kHqlf,8.68E-01,0,0.074,-16.354,1,Bohemian Rhapsody,46,1/4/2011,0.069,148.415,2.73E-01,2011
0.952,['George Benson'],0.467,1.78E+05,2.974,1.08E-01,0,6VRvhiVLih80IWCTXY8Sxr,1.61E-06,7,0.11,-12.753,1,Since I Fell For You,45,1/1/2011,0.035,92.82,2.42E-01,2011
0.981,['Gillian Welch'],0.627,2.92E+05,4.869,1.80E-01,0,3FJ46AfhOr2TyfhVTlK1sj,3.73E-04,6,0.107,-11.696,1,Hard Times,43,6/28/2011,0.038,134.247,4.66E-01,2011
0.972,['Dave Matthews Band'],0.43,2.52E+05,4.207,2.60E-01,0,5fCxl609046LL8q6Ib5xaY,4.77E-03,3,0.39,-12.732,1,Sweet,43,9/11/2012,0.032,102.27,5.30E-01,2012
0.953,['The Growlers'],0.402,2.16E+05,3.596,7.72E-01,0,6eJobiVXF5HQN48BX4spZs,8.60E-01,10,0.172,-4.578,1,Someday,46,1/23/2013,0.039,156.116,7.48E-01,2013
0.995,['Tracey Chattaway'],0.752,1.79E+05,2.974,2.72E-02,0,5LopRVLII1pAVeQxm8tNpI,9.66E-01,0,0.108,-20.228,1,Embers,51,10/16/2013,0.059,135.59,1.15E-01,2013
0.967,['Jeremy Soule'],0.073,2.30E+05,3.825,5.02E-02,0,0lIDOHnoe4RJgm6rzowj6x,9.69E-01,10,0.076,-28.819,1,Tundra,50,1/31/2013,0.04,78.152,3.85E-02,2013
0.96,"['Craig Armstrong', 'Paul Bateman', 'Royal Philharmonic Orchestra']",0.147,3.50E+05,5.832,4.57E-02,0,5FOHBhUtWl2x5Z6qflA8nd,9.27E-01,0,0.106,-19.188,1,Romeo + Juliet (arr. P. Bateman): Romeo and Juliet: The Balcony Scene (arr. P. Bateman for piano and orchestra),51,7/2/2013,0.042,138.942,3.64E-02,2013
0.981,['The Neighbourhood'],0.61,1.92E+05,3.193,1.65E-01,0,7sDzAu7alAL1hWvL86tSGB,5.44E-04,8,0.134,-14.659,1,Sweater Weather - Spotify Sessions Curated by Jim Eno,54,6/18/2013,0.05,102.68,2.58E-01,2013
0.994,['Baby Lullaby'],0.706,1.01E+05,1.684,8.49E-02,0,0KIhA8otx6yYsHy1RctxJN,9.06E-01,3,0.131,-21.926,1,Brahms Lullaby,55,10/23/2014,0.034,94,4.17E-01,2014
0.956,['Steffany Gretzinger'],0.283,2.45E+05,4.075,9.66E-02,0,1VNzpN2QspjP5us4nms4De,8.66E-05,9,0.093,-13.534,1,Cecie’s Lullaby,49,8/25/2014,0.038,92.657,1.32E-01,2014
0.988,"['Johann Pachelbel', 'Music Lab Collective', 'Valentina Lisitsa']",0.407,2.89E+05,4.814,1.22E-01,0,1p8Po4X9rWvMOuGR2vhVI2,9.42E-01,2,0.113,-17.925,1,"Canon in D Major, P.37",59,3/1/2015,0.043,105.484,2.16E-01,2015
0.963,['Baby Lullaby Academy'],0.606,1.19E+05,1.982,6.88E-03,0,586k3MTMSuIDdPMMKuGIq3,7.65E-02,7,0.21,-37.972,1,Rock a Bye Baby,57,11/24/2015,0.041,79.932,3.39E-01,2015
0.969,['Baby Lullaby Academy'],0.221,1.32E+05,2.205,1.69E-03,0,3SPCtqHndiHRNZEXAVFNLk,1.34E-02,4,0.068,-43.82,1,Piano Baby Lullabies for Baby Sleep,55,11/24/2015,0.05,75.705,2.29E-01,2015
0.994,['Baby Lullaby Academy'],0.669,9.27E+04,1.545,1.43E-02,0,1pNQKV0LjUwxpLC1uPxUSt,9.04E-01,3,0.117,-32.653,1,Hush Little Baby,57,11/24/2015,0.033,135.996,2.15E-01,2015
0.951,['White Noise Therapy'],0,3.60E+05,6,2.03E-05,0,3C32S8W8BBBKfHg3qyNX7E,8.73E-01,2,0.113,-16.555,1,Smooth Sailing,52,1/7/2015,0,0,0.00E+00,2015
0.968,['Radiohead'],0.299,3.84E+05,6.407,2.63E-01,0,1uRxyAup7OYrlh2SHJb80N,8.57E-01,9,0.126,-13.207,0,Daydreaming,60,5/8/2016,0.032,137.848,1.13E-01,2016
0.994,['Agatha Reilly'],0.33,1.92E+05,3.206,5.00E-03,0,4bjXeKnM7jGi4mjNx2kFbY,9.76E-01,5,0.109,-34.638,1,Fantasazing,59,10/16/2016,0.05,85.067,7.49E-02,2016
0.967,['Childish Gambino'],0.606,2.14E+05,3.568,1.12E-01,0,6iGPBcdGv5gVGFZiKAGID5,2.03E-01,1,0.061,-15.055,0,The Night Me and Your Mama Met,55,12/2/2016,0.029,134.061,1.10E-01,2016
0.976,['Benny Bernstein'],0.243,1.54E+05,2.571,1.23E-01,0,5huIzPcRJkbL7UyyzViQPU,8.79E-01,8,0.176,-20.642,1,Conscious Jorney,60,12/13/2016,0.042,111.435,5.01E-02,2016
0.958,['Joseph Vincent'],0.701,1.71E+05,2.85,2.52E-01,0,6J9tgHIE8qdy5ulg3c9SwG,1.10E-05,11,0.094,-10.844,1,Our First Song,66,4/19/2016,0.048,158.087,7.23E-01,2016
0.991,['Saga Rosen'],0.546,1.36E+05,2.264,5.74E-03,0,2zVBNZ94NII3JmBbvdrPq6,9.00E-01,8,0.17,-26.789,1,Gentle Waltz,59,12/11/2016,0.04,71.996,3.86E-01,2016
0.996,['Steve Dawson'],0.571,1.15E+05,1.92,3.22E-02,0,74RK3VANEjmOCv9v7mV6mV,9.73E-01,11,0.107,-27.475,1,Brother John,63,5/11/2017,0.066,95.346,5.79E-01,2017
0.995,['Bela Nemeth'],0.253,1.55E+05,2.578,6.11E-03,0,6gp6sejiJXYU1i6xHPf8hh,9.59E-01,4,0.086,-29.25,1,This Moment,63,2/7/2017,0.049,81.02,3.09E-01,2017
0.996,['Emma Wiederstahl'],0.748,1.96E+05,3.265,4.50E-02,0,03XFziNAcPbc4VuIr4W7Al,9.70E-01,7,0.109,-19.795,1,Cold Water,61,4/26/2017,0.088,98.449,2.44E-01,2017
0.951,['Thomas Sanders'],0.617,2.04E+05,3.393,3.90E-01,0,3v64IAj0C9myTAtDsUAqR3,5.82E-06,0,0.128,-8.681,1,The Things We Used to Share,57,7/27/2017,0.062,141.953,3.81E-01,2017
0.993,['Heinz Goldblatt'],0.335,1.19E+05,1.983,1.70E-01,0,5ih49fmvqPDV9Hq7IRzf7U,9.55E-01,10,0.12,-20.236,1,Traveling,62,6/21/2017,0.052,77.194,7.81E-02,2017
0.992,['Dean Stance'],0.377,2.45E+05,4.077,2.70E-02,0,0oYpL4iDhZirA5ctnB6vcA,9.45E-01,7,0.125,-22.285,0,We Don't Talk Anymore,61,8/29/2017,0.037,131.545,1.30E-01,2017
0.974,['Carl Borg'],0.199,6.98E+04,1.164,9.37E-03,0,3OSr4tLBco2Me4WrexyoQR,9.84E-01,7,0.114,-27.362,0,Connection,60,1/26/2017,0.04,88.76,3.27E-02,2017
0.954,['charlie dreaming'],0.081,1.56E+05,2.6,9.14E-02,0,6v7bs0au0qVttAV0dAZtMN,8.84E-01,5,0.083,-29.036,1,Sun Flower,58,8/10/2018,0.036,172.255,6.67E-02,2018
0.963,['Trevor Kowalski'],0.354,1.94E+05,3.23,1.50E-02,0,72cj11O7lJBQiLu3dXzKLV,8.94E-01,5,0.118,-33.438,1,The Garden's Light,64,9/28/2018,0.039,66.738,8.99E-02,2018
0.993,['Jonathan Coffey'],0.733,1.65E+05,2.745,7.03E-03,0,2DTi3hxKgiIJE1M9zwWvQB,9.78E-01,2,0.106,-25.595,0,No Struggle - No Progress,63,12/13/2018,0.087,78.006,2.90E-01,2018
0.996,['Max Richter'],0.124,1.11E+05,1.848,9.24E-02,0,42c1ppLBsSbUjFNDzYLY10,8.48E-01,11,0.093,-31.726,1,A Catalogue Of Afternoons,63,4/20/2018,0.041,205.999,1.35E-01,2018
0.988,['Lhokanda'],0.143,1.38E+05,2.292,1.55E-01,0,1aeKotbZ2wBYuOspDawtwo,7.40E-01,3,0.109,-21.899,1,Mandala,63,6/30/2019,0.041,146.503,3.89E-02,2019
0.994,['Roger Reuse'],0.37,1.28E+05,2.138,2.71E-03,0,5QfENz96Rk140fmTccgCPa,9.27E-01,0,0.124,-26.981,1,All Is Well Now,65,4/2/2019,0.048,69.348,2.45E-01,2019
0.995,['Ever So Blue'],0.403,1.53E+05,2.552,6.21E-02,0,3VBPPIu4MGBnMj4SF8sJBJ,9.32E-01,6,0.1,-28.678,1,Fragment,67,7/26/2019,0.049,135.761,1.46E-01,2019
0.962,['Michel LeBond'],0.101,2.00E+05,3.339,7.24E-02,0,2HFa8YQM9xXsaqquv8efKI,8.42E-01,1,0.109,-31.13,1,Primordeal Instincts,62,8/27/2019,0.042,78.438,3.52E-02,2019
0.965,['Dardan Leistra'],0.134,2.07E+05,3.454,7.89E-02,0,6tsmYOwZtMfL3DdoG1itMa,9.30E-01,7,0.115,-24.742,0,Maak me niet wakker,61,12/20/2019,0.053,176.471,4.45E-02,2019
0.995,['Berlioz'],0.388,1.06E+05,1.767,5.84E-03,0,5MIyzgrAUZ5TryLLF30hcY,6.84E-01,1,0.103,-26.36,1,Origami,65,2/10/2019,0.046,137.497,3.44E-01,2019
0.992,['Scintillante'],0.224,2.00E+05,3.329,8.28E-03,0,3sAJq6EDW2iNSJnHwLzSqV,8.75E-01,2,0.1,-31.722,1,Notte,67,5/10/2019,0.037,78.001,6.90E-02,2019
0.993,['Chama Wijnen'],0.313,1.77E+05,2.942,7.29E-03,0,0KvgYjNjdjpgjanBhUnSfO,7.96E-01,9,0.106,-29.599,1,Reaching,66,5/25/2019,0.039,72.082,7.99E-02,2019
