id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
79521,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,440000,1.07E+06,2.43,0.04,"Strides, Bangalore, India.",Yes,19564,33865.26,expensive,1764.18
69086,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,16013,7.40E+04,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,1468,12091.91,expensive,76.05
19246,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5175,1.16E+05,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,775,4136.58,reasonable,144.03
9145,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,600,1.92E+04,32,1.6,"Trinity Biotech, Plc",Yes,205,6148.29,expensive,37.63
56416,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,20617,7.01E+04,3.4,0.11,"Aurobindo Unit III, India",Yes,1770,7651.56,expensive,98.28
49387,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,749,2.40E+04,32,1.6,"Trinity Biotech, Plc",Yes,262,4669.02,reasonable,33.6
35700,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1110,8.68E+03,7.82,0.26,"Cipla, Goa, India",Yes,76,916.22,reasonable,18.71
47837,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9300,2.87E+04,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,550,3054.13,reasonable,56.32
9089,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,150,2.09E+04,139,1.39,"Trinity Biotech, Plc",Yes,113,2486.15,reasonable,40.87
13700,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,35136,2.85E+05,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,4784,19286.53,expensive,292.93
27765,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,61150,1.95E+05,3.19,0.11,"Strides, Bangalore, India.",Yes,3858,20553.85,expensive,200.53
76809,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2890,2.57E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1377,32575.03,expensive,424.4
39025,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,1015,5.08E+04,50,0.28,"MSD, Haarlem, NL",Yes,257,1167.97,reasonable,109.42
54666,Uganda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,8215,1.11E+05,13.49,0.45,Mylan (formerly Matrix) Nashik,Yes,805,1003.18,reasonable,137.08
76189,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,75048,5.58E+05,7.43,0.12,"Aurobindo Unit III, India",Yes,4023,3315.23,reasonable,1202.2
24865,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,60234,4.48E+05,7.43,0.12,"Aurobindo Unit III, India",Yes,3221,3296.57,reasonable,964.89
48994,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,1.62E+05,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,4168,6717.79,expensive,166.54
35250,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,300,6.98E+03,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,38,1779.09,reasonable,7.17
39661,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,104000,4.84E+05,4.65,0.16,"Aurobindo Unit VII, IN",Yes,9684,7898.15,expensive,497.14
14043,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3528,2.73E+04,7.75,0.26,"Aurobindo Unit III, India",Yes,395,3538.57,reasonable,58.95
69754,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2100,1.51E+05,72,0.72,Inverness Japan,Yes,1016,16061.5,expensive,325.99
17900,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,26663,1.76E+05,6.61,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,4233,26663.64,expensive,181.18
73314,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2891,2.31E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1378,25607.44,expensive,381.61
69875,South Africa,PMO - US,Direct Drop,DDP,Air,1,Yes,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,51828,4.05E+05,7.82,0.26,"Cipla, Goa, India",Yes,3543,3646.13,reasonable,873.82
7091,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,500,1.60E+04,32,1.6,"Trinity Biotech, Plc",Yes,500,2442.32,reasonable,25.6
13487,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,25000,2.56E+05,10.24,0.34,Mylan (formerly Matrix) Nashik,Yes,3034,7658.27,expensive,263.17
50261,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,18000,8.37E+04,4.65,0.16,"Aurobindo Unit VII, IN",Yes,1764,13959.22,expensive,86.04
43526,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4000,3.20E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1624,14692.8,expensive,328.96
10298,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,1500,1.05E+05,70,0.7,Inverness Japan,Yes,341,9749.73,expensive,205.8
81920,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,3528,6.53E+03,1.85,0.01,"Aurobindo Unit III, India",Yes,1296,9230.19,expensive,9.15
61959,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,111348,3.55E+05,3.19,0.11,"Strides, Bangalore, India.",Yes,6953,30711.92,expensive,439.38
30223,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,26441,5.95E+04,2.25,0.04,"Aurobindo Unit III, India",Yes,2520,25593.87,expensive,83.41
71382,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2744,2.44E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1303,29251.24,expensive,342.39
62173,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1500,1.20E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,7500,19196.73,expensive,198
24374,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,5520,4.73E+04,8.56,0.29,"Aurobindo Unit III, India",Yes,516,2355.52,reasonable,92.61
5532,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,1500,1.08E+05,71.99,0.72,Inverness Japan,Yes,340,9479.89,expensive,172.78
17207,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,66825,2.07E+05,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,3845,20194.78,expensive,404.72
65005,Rwanda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1305,1.01E+04,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,150,2682.48,reasonable,16.6
18708,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,35955,1.67E+05,4.65,0.16,"Aurobindo Unit VII, IN",Yes,3520,23014.35,expensive,171.87
42659,South Africa,PMO - US,Direct Drop,DDP,Ocean,1,Yes,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,35357,1.51E+05,4.26,0.14,"Aurobindo Unit III, India",Yes,2806,7292.27,expensive,248.52
4649,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,7002,1.61E+05,23,23,"KHB Test Kit Facility, Shanghai China",Yes,5057,44347.71,expensive,257.67
64493,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7243,6.45E+05,89,0.89,Inverness Japan,Yes,1247,13765.81,expensive,1389.82
18997,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,172,7.91E+02,4.6,0.05,"Aurobindo Unit III, India",Yes,33,882.81,reasonable,0.98
24368,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,5730,1.09E+04,1.9,0.01,"Aurobindo Unit III, India",Yes,2254,12791.34,expensive,11.19
71016,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,38584,6.02E+04,1.56,0.05,"Aurobindo Unit III, India",Yes,2773,21807.62,expensive,61.88
23904,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,168,1.26E+03,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,9,4138.11,reasonable,2.47
10395,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,60,2.10E+04,350,3.5,"Pacific Biotech, Thailand",Yes,144,4185.29,reasonable,41.16
17259,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,2098,3.85E+04,18.34,0.61,Bristol-Myers Squibb Anagni IT,Yes,140,1870.73,reasonable,63.49
40209,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,16695,5.63E+05,33.7,0.28,ABBVIE Ludwigshafen Germany,Yes,4113,30130.82,expensive,928.33
24868,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4164,2.53E+05,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,992,3212.25,reasonable,313.28
1245,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40,147,1.11E+04,75.35,1.88,Bio-Rad Laboratories,Yes,165,1816.57,reasonable,NaN
12935,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,11092,7.49E+04,6.75,0.11,Mylan (formerly Matrix) Nashik,Yes,957,1869.41,reasonable,92.62
51990,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,82981,7.77E+05,9.36,0.31,Hetero Unit III Hyderabad IN,Yes,6683,14760.6,expensive,1674.57
12959,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6280,5.02E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,2548,28709.52,expensive,516.47
59157,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,2900,9.28E+04,32,1.6,"Trinity Biotech, Plc",Yes,266,8308.74,expensive,114.79
27177,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,505,1.24E+04,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,367,3638.86,reasonable,17.35
6431,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,50,2.06E+03,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,99,1939.99,reasonable,4.03
30788,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,747,5.23E+03,7,0.12,Bristol-Myers Squibb Anagni IT,Yes,169,2387.62,reasonable,6.47
22160,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,46500,4.99E+05,10.74,0.36,Mylan (formerly Matrix) Nashik,Yes,5342,9195.61,expensive,513.39
717,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40,500,3.80E+04,76,1.9,Bio-Rad Laboratories,Yes,562,11298.13,expensive,60.8
16513,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,889,3.20E+03,3.6,0.06,Mylan (formerly Matrix) Nashik,Yes,94,2350.55,reasonable,3.96
60502,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,79250,5.27E+05,6.65,0.22,"Aurobindo Unit III, India",Yes,7397,8809.08,expensive,869.57
71320,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,CIPLA LIMITED,"Abacavir 60mg, dispersible tablets, 60 Tabs",Abacavir,Generic,60mg,Chewable/dispersible tablet,60,482,2.41E+03,5,0.08,"Cipla, Patalganga, India",Yes,50,1342.44,reasonable,2.98
72300,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,360,2.78E+03,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,46,984.39,reasonable,3.89
47870,Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,39,1.25E+03,32,1.6,"Trinity Biotech, Plc",Yes,13,581.73,reasonable,2.06
35900,Swaziland,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,135,1.08E+04,80,0.8,"Alere Medical Co., Ltd.",Yes,69,1626.1,reasonable,15.14
34184,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,36,7.43E+03,206.51,0.61,ABBVIE (Abbott) Logis. UK,Yes,111,7300.68,expensive,12.27
45540,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,12100,9.80E+04,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,1685,3251.35,reasonable,100.75
78733,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,9829,7.18E+04,7.3,0.12,"Aurobindo Unit III, India",Yes,509,3341.45,reasonable,118.39
54348,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1568,1.25E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,678,12950.74,expensive,175.87
3507,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5259,4.21E+05,80,0.8,Inverness Japan,Yes,1584,22775.45,expensive,824.61
52144,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2880,2.56E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1249,26380.35,expensive,359.36
13874,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14448,4.67E+04,3.23,0.11,"Micro labs, Verna, Goa, India",Yes,2284,13257.25,expensive,57.73
82105,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,8586,2.00E+04,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,544,1454.64,reasonable,28.05
5293,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,230,1.84E+04,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,38681,801.54,reasonable,NaN
