id,title,popularity,release_date
1947,An Unfinished Life,6.35E+00,9/9/2005
12838,One to Another,4.67E+00,7/21/2006
10715,Looney Tunes: Back in Action,1.67E+01,11/14/2003
14022,Slacker,3.32E+00,7/27/1990
157422,The Wicked Within,1.91E+00,10/16/2015
301748,The Opposite Sex,2.97E+00,11/8/2014
43931,My Soul to Take,7.00E+00,10/8/2010
10610,The Medallion,1.47E+01,8/15/2003
29262,The House of Sand,3.90E-01,5/13/2005
343795,90 Minutes in Heaven,3.94E+00,9/11/2015
9441,Stepmom,1.64E+01,12/25/1998
10425,The Death and Life of Bobby Z,1.29E+01,7/23/2007
15028,Clockstoppers,5.89E+00,3/17/2002
9728,Friday the 13th Part III,1.42E+01,8/13/1982
380097,America Is Still the Place,0.00E+00,NaN
679,Aliens,6.77E+01,7/18/1986
11831,Amistad,3.70E+00,12/3/1997
12920,Dreamer: Inspired By a True Story,6.05E+00,9/10/2005
87428,That's My Boy,2.17E+01,6/14/2012
271718,Trainwreck,7.28E+01,7/17/2015
10683,Happiness,1.08E+01,10/16/1998
703,Annie Hall,3.59E+01,4/19/1977
10024,My Sister's Keeper,2.41E+01,6/26/2009
286565,Paper Towns,6.46E+01,6/18/2015
395766,The Secret,4.24E-02,4/29/2016
234212,Demonic,1.26E+01,2/12/2015
9826,The Phantom,9.03E+00,6/6/1996
1904,Memoirs of a Geisha,1.66E+01,12/6/2005
32856,Valentine's Day,2.54E+01,2/10/2010
170,28 Days Later,4.55E+01,10/31/2002
13067,In the Land of Women,1.28E+01,4/16/2007
9600,Big Momma's House,2.44E+01,5/31/2000
10707,The Squid and the Whale,1.38E+01,10/5/2005
173,"20,000 Leagues Under the Sea",9.36E+00,12/23/1954
87101,Terminator Genisys,2.02E+02,6/23/2015
1997,Two Brothers,8.88E+00,4/7/2004
1574,Chicago,3.22E+01,12/26/2002
342502,AWOL-72,1.14E+00,8/7/2015
14278,Murderball,1.09E+00,7/22/2005
8584,Shanghai Noon,2.54E+01,5/26/2000
58492,The Greatest Movie Ever Sold,6.93E-01,4/22/2011
198062,Coffee Town,2.25E+00,7/9/2013
9654,The Italian Job,6.28E+01,5/30/2003
22649,A Farewell to Arms,1.20E+00,12/8/1932
8435,A Cock and Bull Story,3.50E+00,7/17/2005
19204,The Beyond,8.02E+00,4/22/1981
260346,Taken 3,8.88E+01,12/16/2014
11665,Get Smart,2.35E+01,6/19/2008
9582,A Guy Thing,5.60E+00,1/17/2003
272724,Doc Holliday's Revenge,4.59E-01,6/1/2014
6477,Alvin and the Chipmunks,4.73E+01,12/13/2007
1893,Star Wars: Episode I - The Phantom Menace,5.40E+01,5/19/1999
47546,I Want Your Money,8.43E-02,7/6/2010
12704,Ishtar,2.41E+00,5/15/1987
9464,Buffalo '66,1.00E+01,1/20/1998
7443,Chicken Run,3.18E+01,6/21/2000
54702,Malevolence,1.08E+00,9/10/2004
9645,Ghost Ship,2.77E+01,10/25/2002
168,Star Trek IV: The Voyage Home,2.23E+01,11/25/1986
9378,Thir13en Ghosts,2.04E+01,10/26/2001
11322,Public Enemies,3.37E+01,7/1/2009
25968,Veronika Decides to Die,4.80E+00,5/16/2009
125052,Hurricane Streets,3.65E-01,1/21/1997
26390,Brooklyn's Finest,1.88E+01,1/16/2009
12454,All or Nothing,2.87E+00,5/17/2002
13920,Radio,9.26E+00,10/24/2003
10461,Get Carter,4.50E+00,10/6/2000
9574,Flubber,1.15E+01,11/26/1997
11013,Secretary,1.91E+01,1/11/2002
314365,Spotlight,4.15E+01,11/6/2015
10647,Pay It Forward,2.43E+01,10/12/2000
9389,Renaissance,9.24E+00,3/16/2006
10708,Daddy Day Care,1.81E+01,5/3/2003
11631,Mamma Mia!,3.08E+01,7/3/2008
31932,City of Ghosts,2.65E+00,1/1/2002
5528,The Chorus,2.10E+01,3/17/2004
15237,De-Lovely,3.14E+00,7/2/2004
12212,Urban Legends: Final Cut,8.89E+00,9/19/2000
260778,Vaalu,3.20E-01,8/14/2015
15239,The Toxic Avenger,6.67E+00,5/1/1984
6877,Failure to Launch,1.88E+01,3/10/2006
96724,Anna Karenina,2.64E+01,9/6/2012
13922,The Great Raid,8.92E+00,8/12/2005
157350,Divergent,8.03E+01,3/14/2014
40794,Loose Cannons,7.72E+00,2/12/2010
14844,Chasing Liberty,3.36E+00,1/9/2004
44943,Battle: Los Angeles,4.92E+01,3/8/2011
332,Inspector Gadget,1.76E+01,7/23/1999
10393,The Replacements,1.48E+01,8/7/2000
848,Dragonslayer,3.26E+00,6/26/1981
14462,The Manchurian Candidate,2.14E+01,7/30/2004
9392,The Descent,2.34E+01,7/8/2005
13518,Fuel,1.98E-01,11/14/2008
1901,In Good Company,1.54E+01,12/29/2004
9021,The Santa Clause 2,1.47E+01,10/31/2002
578,Jaws,5.02E+01,6/18/1975
15158,Phantasm II,5.00E+00,7/8/1988
13576,This Is It,1.58E+01,10/28/2009
228326,The Book of Life,3.49E+01,10/1/2014
109424,Captain Phillips,5.28E+01,10/10/2013
9517,Bully,6.68E+00,6/15/2001
2577,Code 46,8.86E+00,9/2/2003
4638,Hot Fuzz,3.86E+01,2/14/2007
84401,Sholem Aleichem: Laughing In The Darkness,1.10E-01,2/24/2012
11208,Wicker Park,9.30E+00,9/3/2004
15489,Snow Day,7.96E+00,2/11/2000
12620,The House Bunny,2.58E+01,8/22/2008
1250,Ghost Rider,4.68E+01,2/16/2007
186,Lucky Number Slevin,3.69E+01,2/24/2006
218,The Terminator,7.42E+01,10/26/1984
14317,The Wild Thornberrys Movie,5.79E+00,12/20/2002
325173,Close Range,5.49E+00,12/11/2015
75612,Oblivion,6.77E+01,4/10/2013
173224,Along the Roadside,1.67E-01,2/28/2013
12279,Spy Kids 3-D: Game Over,2.20E+01,7/25/2003
48138,Unknown,3.86E+01,2/16/2011
1729,The Forbidden Kingdom,1.71E+01,4/18/2008
25462,Two Can Play That Game,2.27E+00,9/7/2001
10628,Kangaroo Jack,1.03E+01,1/17/2003
1271,300,6.52E+01,12/9/2006
10876,Quills,7.26E+00,11/22/2000
2112,Payback,1.75E+01,2/5/1999
34806,The Back-Up Plan,1.84E+01,4/23/2010
299687,The 5th Wave,5.79E+01,1/14/2016
1788,Footloose,2.50E+01,2/17/1984
4513,30 Days of Night,3.34E+01,10/17/2007
1710,Copycat,1.42E+01,10/27/1995
351819,Fifty Shades of Black,1.50E+01,1/28/2016
2453,Harley Davidson and the Marlboro Man,1.29E+01,8/23/1991
31306,Crazy in Alabama,5.77E+00,10/22/1999
11889,Iris,2.71E+00,12/14/2001
18550,Fled,2.77E+00,7/19/1996
21301,Barbershop 2:  Back in Business,6.50E+00,1/20/2004
20055,The Betrayed,1.35E+00,9/27/2008
130150,Labor Day,1.77E+01,12/27/2013
15059,The Loss of Sexual Innocence,2.87E+00,4/29/1999
13523,Sex Drive,1.80E+01,10/16/2008
10131,A Nightmare on Elm Street 4: The Dream Master,1.71E+01,8/19/1988
1213,The Talented Mr. Ripley,3.14E+01,12/25/1999
16096,House Party 2,3.67E+00,10/23/1991
9425,Soldier,1.19E+01,10/23/1998
84197,Filly Brown,1.07E-01,4/19/2013
22600,Gangster's Paradise: Jerusalema,1.72E+00,2/11/2008
9986,Charlotte's Web,1.41E+01,12/15/2006
21309,River's Edge,6.46E+00,8/27/1986
9637,Scooby-Doo,3.14E+01,6/14/2002
3600,I Still Know What You Did Last Summer,2.08E+01,11/13/1998
9504,Glengarry Glen Ross,1.39E+01,9/15/1992
11359,The Indian in the Cupboard,1.11E+01,7/14/1995
137094,Jack Ryan: Shadow Recruit,4.25E+01,1/15/2014
409,The English Patient,2.94E+01,11/14/1996
10090,Reno 911!: Miami,4.21E+00,2/23/2007
80278,The Impossible,4.76E+01,9/9/2012
11283,Nanny McPhee,2.44E+01,10/21/2005
107846,Escape Plan,4.45E+01,10/9/2013
888,The Flintstones,2.90E+01,5/26/1994
10199,The Tale of Despereaux,1.65E+01,12/19/2008
50620,The Twilight Saga: Breaking Dawn - Part 2,9.97E+01,11/13/2012
12150,Sea of Love,1.15E+01,9/15/1989
25636,Jesus' Son,5.58E+00,9/5/1999
34101,Hollywood Shuffle,2.35E+00,3/20/1987
220490,Her Cry: La Llorona Investigation,5.65E-02,4/19/2013
9782,The Night Listener,7.17E+00,2/12/2006
2779,The Curse of the Jade Scorpion,9.32E+00,8/5/2001
16241,The Boys from Brazil,5.32E+00,10/5/1978
71866,Tanner Hall,2.02E+00,9/14/2009
83,Open Water,1.56E+01,8/6/2004
55567,Standing Ovation,3.06E-01,7/16/2010
19904,The Stepfather,7.92E+00,10/16/2009
253626,Good Kill,1.09E+01,4/9/2015
53502,The Dead Undead,2.50E-01,5/13/2010
61791,Rise of the Planet of the Apes,1.38E+02,8/3/2011
11109,Vera Drake,4.13E+00,10/22/2004
2309,Inkheart,2.70E+01,12/11/2008
2395,Asterix at the Olympic Games,2.03E+01,1/13/2008
1573,Die Hard 2,5.77E+01,7/2/1990
312791,GirlHouse,8.04E+00,10/16/2014
13408,The Wash,2.45E+00,11/16/2001
177572,Big Hero 6,2.04E+02,10/24/2014
157547,Oculus,3.59E+01,9/8/2013
8953,Steamboy,9.13E+00,7/17/2004
4959,The International,1.34E+01,2/3/2009
3132,Bad Company,1.41E+01,6/7/2002
184346,Deliver Us from Evil,2.94E+01,7/1/2014
9289,The Longest Day,1.95E+01,9/25/1962
3093,Basic Instinct 2,1.35E+01,3/29/2006
205220,Philomena,2.90E+01,11/1/2013
47088,The Extra Man,2.27E+00,8/1/2010
224569,Taxman,9.65E-01,9/16/1999
9552,The Exorcist,4.76E+01,12/26/1973
380733,Fight to the Finish,2.52E-01,2/2/2016
232672,Blended,4.41E+01,5/21/2014
4011,Beetlejuice,5.86E+01,2/29/1988
15648,The Perfect Man,1.12E+01,6/17/2005
10136,The Golden Child,1.53E+01,12/12/1986
16222,Whatever It Takes,8.08E+00,3/31/2000
9836,Happy Feet,3.73E+01,11/16/2006
2155,Reindeer Games,1.15E+01,2/25/2000
207,Dead Poets Society,5.55E+01,6/2/1989
14608,Partition,2.13E+00,2/2/2007
261023,Black Mass,4.61E+01,9/4/2015
863,Toy Story 2,7.36E+01,10/30/1999
4012,The Believer,9.86E+00,1/19/2001
13973,Choke,1.16E+01,9/26/2008
11456,Domestic Disturbance,8.42E+00,10/30/2001
18869,Jimmy and Judy,1.26E+00,1/1/2006
17113,The Ballad of Jack and Rose,3.62E+00,3/25/2005
20009,Slackers,9.37E+00,2/1/2002
11362,The Count of Monte Cristo,2.66E+01,1/23/2002
357837,Dancin' It's On,1.86E-01,10/16/2015
16564,Winter in Wartime,5.01E+00,11/17/2008
243940,The Lazarus Effect,2.03E+01,1/29/2015
45649,Rubber,9.11E+00,7/9/2010
3587,Bogus,3.38E+00,9/6/1996
14474,The Oh in Ohio,6.76E+00,3/30/2006
9398,Zoolander,3.81E+01,9/28/2001
328307,Rise of the Entrepreneur: The Search for a Bet...,5.29E-02,11/20/2014
9923,Domino,1.84E+01,9/22/2005
11458,People I Know,6.38E+00,11/21/2002
21610,Nighthawks,7.06E+00,3/17/1981
17345,Flywheel,1.05E+00,1/1/2003
54054,One for the Money,1.94E+01,1/26/2012
76025,Shame,4.07E+01,10/2/2011
8011,Highlander: The Final Dimension,7.96E+00,11/29/1994
1817,Phone Booth,3.80E+01,9/9/2002
9869,Patriot Games,1.96E+01,6/4/1992
15189,Hotel for Dogs,1.33E+01,1/16/2009
323676,The Boss,2.06E+01,4/7/2016
6639,Love in the Time of Cholera,5.36E+00,10/4/2007
470,21 Grams,3.22E+01,9/6/2003
9279,Jingle All the Way,2.25E+01,11/15/1996
44945,Trust,2.12E+01,9/10/2010
226458,Backmask,3.62E+00,1/16/2015
10137,Stuart Little,3.05E+01,12/17/1999
13688,CJ7,1.24E+01,1/30/2008
8681,Taken,8.09E+01,2/18/2008
74777,Absentia,6.33E+00,3/3/2011
254470,Pitch Perfect 2,7.15E+01,5/7/2015
10053,When a Stranger Calls,4.69E+00,2/3/2006
767,Harry Potter and the Half-Blood Prince,9.89E+01,7/7/2009
14014,The Hammer,9.57E-01,4/1/2007
253306,Housebound,1.03E+01,9/4/2014
10625,Mean Girls,3.64E+01,4/30/2004
147773,The Way Way Back,3.21E+01,6/6/2013
55604,Boom Town,1.87E+00,8/30/1940
27191,The Greatest Show on Earth,8.99E+00,1/10/1952
622,The Ninth Gate,3.04E+01,8/24/1999
120,The Lord of the Rings: The Fellowship of the Ring,1.38E+02,12/18/2001
14164,Dragonball Evolution,2.17E+01,4/1/2009
39180,See Spot Run,6.58E+00,3/2/2001
110402,Hard to Be a God,3.12E+00,2/27/2013
811,Silent Running,1.11E+01,3/9/1972
9096,Medicine Man,7.02E+00,2/7/1992
8427,I Spy,1.33E+01,10/31/2002
370464,The Masked Saint,9.09E-01,1/8/2016
2830,My Boss's Daughter,1.48E+01,8/21/2003
2359,Sicko,1.41E+01,5/18/2007
10685,The Watcher,7.34E+00,9/8/2000
25,Jarhead,3.22E+01,11/4/2005
14295,You Can Count on Me,7.14E+00,11/17/2000
11968,Into the Blue,1.47E+01,9/30/2005
121826,Quartet,7.72E+00,9/8/2012
9587,Little Women,1.64E+01,12/21/1994
81390,A Lonely Place to Die,8.31E+00,4/9/2011
1124,The Prestige,7.44E+01,10/19/2006
216282,Into the Storm,2.06E+01,8/6/2014
30497,The Texas Chain Saw Massacre,2.93E+01,10/1/1974
15699,Opal Dream,1.46E+00,11/22/2006
15927,A Passage to India,9.55E+00,12/14/1984
69848,One Man's Hero,9.11E-01,8/2/1999
82505,House at the End of the Street,2.56E+01,9/21/2012
149,Akira,3.93E+01,7/16/1988
881,A Few Good Men,4.04E+01,12/11/1992
957,Spaceballs,3.99E+01,6/24/1987
145220,Muppets Most Wanted,1.48E+01,3/20/2014
59860,Monte Carlo,1.72E+01,7/1/2011
242575,"Guten Tag, Ramón",1.77E+00,10/18/2013
17622,Fifty Dead Men Walking,4.48E+00,9/10/2008
9366,Donnie Brasco,4.04E+01,2/27/1997
182291,On The Downlow,2.98E-02,4/11/2004
29920,Easy Money,7.22E+00,1/15/2010
248402,A Fine Step,6.54E-01,4/16/2014
8982,The Protector,1.18E+01,8/11/2005
307081,Southpaw,6.54E+01,6/15/2015
11692,The Adventures of Pluto Nash,1.21E+01,8/15/2002
1599,I Heart Huckabees,1.49E+01,9/10/2004
10923,Agent Cody Banks,1.19E+01,3/14/2003
227735,Dolphin Tale 2,6.97E+00,9/12/2014
49520,The Change-Up,3.20E+01,8/5/2011
13072,Brooklyn Rules,4.09E+00,4/30/2007
10139,Milk,3.09E+01,11/26/2008
272726,Dude Where's My Dog?,2.84E-01,6/12/2014
12612,Freeze Frame,4.92E+00,5/1/2004
22345,Baby Geniuses,4.58E+00,3/12/1999
13538,Straightheads,8.30E+00,4/27/2007
362105,R.L. Stine's Monsterville: The Cabinet of Souls,3.90E+00,9/29/2015
51497,Fast Five,7.26E+00,4/20/2011
13,Forrest Gump,1.38E+02,7/6/1994
114635,The Helpers,1.39E+00,10/27/2012
6557,27 Dresses,3.07E+01,1/10/2008
642,Butch Cassidy and the Sundance Kid,2.45E+01,9/23/1969
2085,Romeo Must Die,1.98E+01,3/20/2000
49047,Gravity,1.10E+02,9/27/2013
4105,Black Rain,1.12E+01,9/22/1989
9341,The Core,2.92E+01,3/28/2003
73935,Vamps,7.25E+00,8/25/2012
31117,Superbabies: Baby Geniuses 2,5.89E+00,8/27/2004
582,The Lives of Others,3.49E+01,3/15/2006
10191,How to Train Your Dragon,6.73E+01,3/5/2010
22798,Whip It,2.01E+01,9/13/2009
9799,The Fast and the Furious,6.91E+00,6/22/2001
1164,Babel,2.58E+01,9/8/2006
9683,Bubble Boy,1.01E+01,8/24/2001
1894,Star Wars: Episode II - Attack of the Clones,4.40E+01,5/15/2002
62204,Quest for Fire,6.54E+00,12/15/1981
10623,Cradle 2 the Grave,1.28E+01,2/28/2003
37903,The White Ribbon,1.80E+01,5/21/2009
1927,Hulk,3.50E+01,6/19/2003
47327,Drive Angry,3.04E+01,2/24/2011
9428,The Royal Tenenbaums,2.41E+01,10/5/2001
66125,Red Dog,5.50E+00,8/4/2011
88641,There Goes My Baby,3.71E-02,9/2/1994
47890,Sphinx,3.11E-01,2/11/1981
65,8 Mile,3.28E+01,11/8/2002
17287,Poultrygeist: Night of the Chicken Dead,3.91E+00,12/26/2006
228194,The Hundred-Foot Journey,2.79E+01,8/6/2014
232679,When the Game Stands Tall,7.30E+00,8/22/2014
4523,Enchanted,2.92E+01,11/20/2007
9416,Money Talks,7.62E+00,8/22/1997
15624,Conversations with Other Women,4.44E+00,6/7/2006
19556,Miss March,9.37E+00,3/13/2009
9697,Lady in the Water,2.02E+01,7/21/2006
36668,X-Men: The Last Stand,3.86E+00,5/24/2006
24621,Chasing Papi,1.12E+00,4/16/2003
16727,The Namesake,3.61E+00,9/2/2006
55616,Dracula: Pages from a Virgin's Diary,5.52E-01,2/28/2002
14299,Cadillac Records,1.34E+01,12/5/2008
10894,May,8.65E+00,1/13/2002
24973,The Egyptian,4.08E+00,8/25/1954
10724,Firefox,8.70E+00,6/13/1982
25312,Yes,3.68E+00,8/5/2005
38448,Ondine,5.84E+00,9/14/2009
6020,Sorority Boys,3.45E+00,3/22/2002
50456,Hanna,3.12E+01,4/7/2011
795,City of Angels,2.13E+01,4/10/1998
118,Charlie and the Chocolate Factory,5.39E+01,7/13/2005
12106,The Quick and the Dead,1.65E+01,2/9/1995
11690,Bloodsport,1.75E+01,2/26/1988
11676,Nothing to Lose,8.62E+00,7/18/1997
274,The Silence of the Lambs,1.82E+01,2/1/1991
23048,Hot Tub Time Machine,3.39E+01,3/26/2010
2157,Lost in Space,1.75E+01,4/3/1998
362765,The Sound and the Shadow,7.24E-02,10/19/2014
11176,The Muppet Movie,1.06E+01,5/31/1979
193603,Hayride,4.12E-01,10/13/2012
10998,Fatal Attraction,1.67E+01,9/11/1987
2044,The Lake House,2.99E+01,6/16/2006
1544,Imagine Me & You,9.10E+00,2/1/2005
9664,Flyboys,1.32E+01,9/22/2006
1989,My Blueberry Nights,1.07E+01,5/16/2007
44009,Another Year,7.24E+00,11/5/2010
593,Solaris,2.41E+01,3/20/1972
9443,Chariots of Fire,1.04E+01,5/15/1981
2011,Persepolis,2.43E+01,5/23/2007
2001,We Own the Night,1.45E+01,5/25/2007
37724,Skyfall,9.30E+01,10/25/2012
152,Star Trek: The Motion Picture,2.46E+01,12/6/1979
26673,Frat Party,7.84E-01,1/1/2009
31174,Richard III,5.11E+00,12/29/1995
95755,Small Apartments,5.10E+00,3/10/2012
201088,Blackhat,4.68E+01,1/13/2015
5900,The Dress,1.44E-01,3/21/1996
2771,American Splendor,7.79E+00,8/15/2003
85860,The FP,8.39E-01,3/13/2011
13778,Dickie Roberts: Former Child Star,1.02E+01,9/5/2003
119458,Supercapitalist,1.74E-01,8/10/2012
14395,Kabhi Alvida Naa Kehna,3.25E+00,8/11/2006
20764,Sleep Dealer,4.63E+00,12/10/2008
944,Lethal Weapon 4,2.49E+01,7/10/1998
615,The Passion of the Christ,3.82E+01,2/25/2004
300168,Dragon Blade,9.57E+00,2/19/2015
433,Mary Poppins,6.00E+01,8/27/1964
5876,The Mist,3.71E+01,11/21/2007
6947,The Village,2.75E+01,7/30/2004
17187,The Emperor's Club,6.80E+00,11/22/2002
27029,The Nun's Story,3.28E+00,6/18/1959
644,A.I. Artificial Intelligence,3.40E+01,6/29/2001
10471,Next Friday,9.34E+00,1/12/2000
43610,The Valley of Decision,1.81E-01,6/1/1945
101179,Truth or Dare,6.68E+00,8/5/2012
44718,Get Low,6.56E+00,1/22/2010
13508,Who Killed the Electric Car?,5.32E+00,8/4/2006
20862,Smoke Signals,2.31E+00,1/16/1998
9488,Spy Kids 2: The Island of Lost Dreams,2.41E+01,8/7/2002
3683,Flags of Our Fathers,2.39E+01,10/18/2006
55306,Ulee's Gold,9.34E-01,6/13/1997
227719,Project Almanac,3.29E+01,1/30/2015
818,Austin Powers in Goldmember,4.01E+01,7/26/2002
29731,And Then Came Love,2.81E-01,1/1/2007
58882,Snow Flower and the Secret Fan,2.26E+00,7/15/2011
302,Swimming Pool,1.10E+01,5/18/2003
16155,Safe Men,1.19E+00,8/17/1998
10743,Confidence,9.87E+00,4/25/2003
8337,They Live,2.99E+01,11/23/1988
61337,Critical Care,2.68E+00,10/31/1997
2059,National Treasure,5.89E+01,11/19/2004
356841,Checkmate,1.11E+00,7/3/2015
16005,The Lucky Ones,8.75E+00,9/26/2008
13051,Max Payne,2.59E+01,10/15/2008
31915,Prophecy,8.62E+00,1/1/1979
9988,Beerfest,1.43E+01,8/25/2006
83588,Middle of Nowhere,2.84E+00,10/12/2012
670,Oldboy,5.68E+01,1/1/2003
39514,RED,4.14E+01,10/13/2010
550,Fight Club,1.47E+02,10/15/1999
8913,Pet Sematary,2.08E+01,4/21/1989
12184,The Other Boleyn Girl,2.29E+01,2/28/2008
86304,All Superheroes Must Die,3.55E+00,10/26/2011
57214,Project X,4.91E+01,3/1/2012
14351,Crossover,3.20E+00,9/1/2006
32823,Get Him to the Greek,1.79E+01,6/4/2010
33468,The Brain That Wouldn't Die,2.41E+00,2/25/1962
243938,Hot Tub Time Machine 2,1.66E+01,2/20/2015
3050,Doctor Dolittle,2.15E+01,6/22/1998
89750,"Pink Ribbons, Inc.",9.79E-02,9/11/2011
12610,Osmosis Jones,1.06E+01,8/7/2001
9623,The Juror,3.94E+00,2/2/1996
9495,The Crow,4.47E+01,5/11/1994
26022,My Name Is Khan,1.47E+01,2/12/2010
840,Close Encounters of the Third Kind,5.25E+01,11/16/1977
11001,Blue Streak,1.69E+01,9/17/1999
71676,Ghost Rider: Spirit of Vengeance,4.86E+01,12/10/2011
10336,Spawn,1.98E+01,7/31/1997
61891,Anonymous,1.67E+01,10/21/2011
158011,The Call,3.45E+01,3/14/2013
235,Stand by Me,5.11E+01,8/22/1986
8141,You Kill Me,6.09E+00,2/9/2007
227348,Paranormal Activity: The Marked Ones,2.00E+01,1/1/2014
431,Cube,4.47E+01,9/9/1997
347755,Wind Walkers,4.47E-01,1/28/2016
50497,When the Lights Went Out,2.81E+00,1/31/2012
8273,American Wedding,3.62E+01,8/1/2003
35,The Simpsons Movie,4.69E+01,7/25/2007
10400,The Hurricane,2.08E+01,9/17/1999
334,Magnolia,3.10E+01,12/8/1999
7548,The Libertine,7.59E+00,9/16/2004
17768,A Funny Thing Happened on the Way to the Forum,8.90E+00,10/16/1966
74465,We Bought a Zoo,3.86E+01,12/22/2011
9440,Primary Colors,9.11E+00,3/20/1998
36696,Space Dogs,5.75E+00,3/18/2010
138697,Don Jon,3.33E+01,7/26/2013
51995,Salvation Boulevard,3.65E+00,7/15/2011
9992,Arthur and the Invisibles,2.71E+01,12/13/2006
27586,The Runaways,1.76E+01,3/19/2010
49517,Tinker Tailor Soldier Spy,3.37E+01,9/16/2011
16508,Doug's 1st Movie,1.89E+00,3/26/1999
241254,The Prince,2.16E+01,8/22/2014
11932,Bride of Chucky,1.43E+01,10/16/1998
39845,Love Ranch,5.00E+00,6/30/2010
73532,Le Havre,1.08E+01,5/17/2011
11015,The Relic,1.26E+01,1/10/1997
18701,Being Julia,1.95E+00,9/3/2004
754,Face/Off,4.61E+01,6/27/1997
138832,We're the Millers,1.00E+02,8/7/2013
43867,The Prisoner of Zenda,4.02E+00,9/3/1937
10060,Get Rich or Die Tryin',1.29E+01,11/9/2005
807,Se7en,7.96E+01,9/22/1995
8840,DragonHeart,3.18E+01,5/31/1996
257211,The Intern,5.31E+01,9/24/2015
10016,Ghosts of Mars,1.32E+01,8/24/2001
9662,The Triplets of Belleville,1.39E+01,6/11/2003
29715,Major Dundee,3.49E+00,4/7/1965
50014,The Help,4.22E+01,8/9/2011
38717,Madison,2.12E-01,1/23/2001
5759,Baghead,3.30E+00,1/21/2008
462,Erin Brockovich,3.04E+01,3/17/2000
1677,Ray,2.17E+01,10/29/2004
10327,"Legally Blonde 2: Red, White & Blonde",4.34E+00,7/2/2003
13187,A Charlie Brown Christmas,8.70E+00,12/9/1965
13092,How to Lose Friends & Alienate People,1.68E+01,10/2/2008
10217,The Sweet Hereafter,7.67E+00,5/14/1997
33676,Losin' It,2.55E+00,4/8/1983
9679,Gone in Sixty Seconds,5.30E+01,6/9/2000
141,Donnie Darko,6.12E+01,1/18/2001
265208,Wild Card,4.80E+01,1/14/2015
13132,All the Real Girls,3.66E+00,8/1/2003
11638,Guess Who,3.74E+00,3/25/2005
22051,Adam,8.31E+00,7/29/2009
10077,A Sound of Thunder,7.34E+00,5/15/2005
109414,This Is the End,3.82E+01,6/12/2013
72570,The Vow,2.68E+01,2/5/2012
3080,Top Hat,3.90E+00,9/6/1935
11377,House on Haunted Hill,1.37E+01,10/29/1999
16323,The Rose,7.00E+00,11/7/1979
38167,Eat Pray Love,2.88E+01,8/12/2010
34417,Good Intentions,3.05E-01,3/9/2010
82675,Taken 2,4.94E+01,9/27/2012
12690,Appaloosa,1.61E+01,9/12/2008
15067,"The Good, The Bad, The Weird",1.19E+01,7/16/2008
25941,Harry Brown,1.68E+01,11/11/2009
27360,King's Ransom,5.08E+00,4/22/2005
6961,The Wedding Date,1.02E+01,2/4/2005
14306,Marley & Me,3.10E+01,12/25/2008
11620,Quo Vadis,7.97E+00,11/8/1951
22215,Cheri,5.49E+00,2/10/2009
4233,Scream 2,3.52E+01,12/9/1997
24985,The Heart of Me,1.50E+00,1/1/2002
280381,House at the End of the Drive,4.31E-01,1/11/2014
33644,How Stella Got Her Groove Back,2.00E+00,8/14/1998
206197,The Sisterhood of Night,2.87E+00,4/10/2015
10861,Maximum Risk,1.01E+01,9/13/1996
328387,Nerve,6.29E+01,7/27/2016
24747,Bobby Jones: Stroke of Genius,2.90E+00,4/30/2004
2266,"Paris, je t'aime",1.06E+01,5/16/2006
43539,The Next Three Days,3.44E+01,11/18/2010
492,Being John Malkovich,2.76E+01,9/30/1999
120467,The Grand Budapest Hotel,7.44E+01,2/26/2014
44865,The Grandmaster,2.00E+01,1/8/2013
7979,The Kite Runner,1.05E+01,10/14/2007
8386,How High,1.15E+01,12/21/2001
14120,End of the Spear,1.83E+00,12/2/2005
2088,Romeo Is Bleeding,4.85E+00,9/13/1993
11820,Mona Lisa Smile,1.97E+01,12/19/2003
23655,Groove,1.10E+00,6/8/2000
45380,Crazy Stone,1.69E+00,1/1/2006
66942,Griff the Invisible,1.35E+00,8/19/2011
17577,The Devil's Tomb,5.10E+00,5/26/2009
14709,Varsity Blues,9.23E+00,1/15/1999
19187,The Hebrew Hammer,1.60E+00,1/1/2003
13908,The Master of Disguise,4.38E+00,8/2/2002
17044,The Land Girls,1.28E+00,9/25/1998
18681,Eye of the Beholder,4.30E+00,9/4/1999
11190,The Return,7.74E+00,6/25/2003
167073,Brooklyn,3.93E+01,10/20/2015
322,Mystic River,3.12E+01,10/7/2003
62213,Dark Shadows,5.03E+01,5/8/2012
17043,The Crocodile Hunter: Collision Course,1.72E+00,7/26/2002
338,"Good bye, Lenin!",1.11E+01,2/9/2003
5559,Bee Movie,2.93E+01,10/28/2007
40185,Camping Sauvage,2.03E-01,10/13/2005
744,Top Gun,5.89E+01,5/16/1986
8224,8MM,2.56E+01,2/26/1999
9268,Eraser,2.45E+01,6/21/1996
9013,Midnight Run,1.28E+01,7/20/1988
326576,Dawn of the Crescent Moon,4.95E-02,4/5/2014
109513,Hit & Run,1.67E+01,8/22/2012
176074,Reality Show,4.72E-01,1/1/2015
38745,Gulliver's Travels,2.29E+01,12/25/2010
15268,Street Fighter: The Legend of Chun-Li,8.14E+00,2/27/2009
48309,Prison,7.61E+00,3/4/1988
14745,The Haunting of Molly Hartley,8.31E+00,10/31/2008
