Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,6:00,19:00,1 stop,No info,11789,13
NaN,24/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,non-stop,No info,5224,2.583
IndiGo,15/05/2019,Delhi,Cochin,DEL → COK,21:05,5/16/2025 0:20,non-stop,No info,6834,3.25
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,6/16/2025 1:30,1 stop,No info,6316,9.5
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,3/22/2025 18:50,2 stops,No info,11869,32.083
Air Asia,6/3/2019,Kolkata,Banglore,CCU → BLR,22:50,3/7/2025 1:20,non-stop,No info,4384,2.5
IndiGo,21/04/2019,Kolkata,Banglore,NaN,14:25,16:55,NaN,No info,5644,2.5
Air India,9/3/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,3/10/2025 19:15,2 stops,No info,NaN,23
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,6/7/2025 1:30,1 stop,No info,NaN,15.5
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,9:45,21:20,2 stops,No info,10090,11.583
Jet Airways,6/3/2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,17:50,3/7/2025 16:50,2 stops,No info,20845,23
Vistara,24/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,non-stop,No info,4878,2.583
IndiGo,NaN,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,non-stop,No info,2227,1.5
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,NaN,16:10,1 stop,No info,6442,8.583
SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,21:10,5/28/2025 0:05,non-stop,No check-in baggage included,3257,2.917
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,NaN,8:45,non-stop,NaN,7229,NaN
Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,5/2/2025 13:45,2 stops,No info,NaN,17.25
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,non-stop,No info,10067,2.833
Air India,15/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,non-stop,No info,5674,3
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,3/2/2025 10:25,1 stop,No info,20800,20.333
NaN,18/05/2019,Delhi,Cochin,DEL → HYD → COK,6:50,22:30,1 stop,No info,7144,15.667
Air India,27/05/2019,Delhi,Cochin,DEL → COK,5:10,8:00,non-stop,No info,6094,2.833
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,In-flight meal not included,4050,1.5
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No check-in baggage included,3859,2.25
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,3/22/2025 18:50,2 stops,No info,11664,32.5
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:10,21:20,2 stops,In-flight meal not included,7731,14.167
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,1 stop,No info,12692,9.583
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,5/19/2025 9:25,2 stops,No info,11307,20.167
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,6/10/2025 4:40,1 stop,In-flight meal not included,8586,7.5
IndiGo,21/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,1 stop,No info,5746,4.083
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,1 stop,No info,13378,11.25
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,non-stop,No info,7486,2.75
SpiceJet,6/3/2019,Chennai,Kolkata,MAA → CCU,9:30,12:05,non-stop,No info,7298,2.583
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,1 stop,No info,7005,9.333
IndiGo,12/5/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,non-stop,No info,4804,2.583
IndiGo,9/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,12:55,1 stop,NaN,16162,8.167
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,0:30,NaN,non-stop,No info,3419,2.917
Air Asia,1/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,2 stops,No info,5192,8.333
Air Asia,15/04/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,4409,2.583
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,non-stop,No info,NaN,3
IndiGo,15/03/2019,Banglore,NaN,BLR → HYD → DEL,16:55,21:50,1 stop,No info,5397,4.917
Jet Airways,15/04/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,6542,5
GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,1 stop,No info,5281,8.917
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,1 stop,No info,8266,6.417
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,10262,5
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,3/25/2025 20:25,1 stop,No info,11105,24.083
Jet Airways,3/4/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,non-stop,In-flight meal not included,4544,3
Air India,6/3/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,non-stop,No info,4960,2.5
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:55,3/7/2025 5:05,1 stop,No info,16736,20.167
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,6/2/2025 1:30,1 stop,No info,13377,NaN
SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No info,2227,1.5
Air India,15/03/2019,NaN,Hyderabad,BOM → HYD,6:20,7:40,non-stop,No info,3100,1.333
Air India,9/6/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,3100,1.333
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No info,3873,2.583
IndiGo,3/3/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,non-stop,No info,5232,1.5
Jet Airways,NaN,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,NaN,3359,3.083
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,7:10,10:05,non-stop,No info,6144,2.917
NaN,6/3/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:00,1 stop,No info,7725,4.417
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:05,23:55,non-stop,No info,4441,2.833
Air India,27/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,6/28/2025 19:15,3 stops,No info,10703,38
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,6/13/2025 10:05,1 stop,In-flight meal not included,8529,12.917
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,4:00,13:20,1 stop,No info,14973,9.333
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,1 stop,No info,14571,11.417
SpiceJet,3/6/2019,Banglore,Delhi,NaN,21:10,6/4/2025 0:05,non-stop,No check-in baggage included,3257,2.917
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,1 stop,In-flight meal not included,11087,6.083
SpiceJet,1/4/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No info,3873,2.583
SpiceJet,15/04/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No info,4423,2.833
Air India,3/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,6/4/2025 7:40,2 stops,No info,11753,20.75
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,1 stop,No info,14571,7.083
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,6:00,21:00,1 stop,No info,NaN,15
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,5/2/2025 10:05,1 stop,No info,13941,14.083
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,5/22/2025 19:00,1 stop,No info,16079,23.25
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,4:00,NaN,1 stop,No info,13399,14.833
Air India,6/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,6/7/2025 19:15,2 stops,No info,9653,26.583
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,1 stop,No info,14714,9
Air Asia,18/06/2019,Banglore,NaN,BLR → DEL,NaN,13:55,NaN,NaN,3383,2.75
NaN,1/3/2019,NaN,New Delhi,BLR → BOM → DEL,14:05,3/2/2025 8:15,1 stop,No info,NaN,18.167
Vistara,3/3/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,non-stop,No info,5944,2.25
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,5/13/2025 8:15,1 stop,In-flight meal not included,9663,13.333
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,1 stop,No info,7740,9.333
Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,23:15 02 Apr,1 stop,No info,7211,26.75
Jet Airways,1/4/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,No info,7229,3.083
IndiGo,6/4/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,non-stop,No info,4174,2.583
Air India,15/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,non-stop,No info,5170,2.5
Multiple carriers,3/3/2019,Delhi,NaN,DEL → BOM → COK,9:10,18:50,1 stop,No info,15135,9.667
SpiceJet,9/4/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,1 stop,No info,4649,5.25
Vistara,1/5/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,non-stop,No info,4668,2.667
Air India,12/6/2019,Delhi,Cochin,DEL → MAA → COK,20:40,6/13/2025 9:25,1 stop,No info,7480,12.75
Air India,18/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,non-stop,No info,6121,2.75
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,5/28/2025 19:00,2 stops,No info,15129,19.917
Air India,6/5/2019,Kolkata,Banglore,CCU → GAU → BLR,9:50,21:05,1 stop,No info,7452,11.25
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,6/7/2025 10:55,1 stop,In-flight meal not included,10539,25.333
IndiGo,3/3/2019,Banglore,New Delhi,BLR → DEL,22:20,3/7/2025 1:10,non-stop,No info,7648,2.833
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,9:35,12:30,non-stop,No info,3925,2.917
NaN,15/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,non-stop,No info,3597,2.333
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,5/2/2025 10:05,1 stop,NaN,8586,15.167
Air India,27/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,6/28/2025 19:15,2 stops,No info,13591,26.333
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → HYD → COK,7:05,16:10,1 stop,No info,9646,9.083
Vistara,NaN,Banglore,Delhi,BLR → DEL,9:45,12:35,non-stop,No info,4668,2.833
Air India,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,1 stop,No info,10203,10.417
Air India,24/03/2019,Banglore,New Delhi,BLR → COK → DEL,6:55,13:20,1 stop,No info,7932,6.417
Air India,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 02 Apr,1 stop,No info,7893,15.083
Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,2 stops,In-flight meal not included,13029,13.5
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,6/13/2025 12:35,1 stop,In-flight meal not included,10262,27.583
IndiGo,12/6/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,1 stop,No info,3574,4.417
Air Asia,3/6/2019,Delhi,Cochin,NaN,7:55,22:25,1 stop,No info,8759,14.5
Jet Airways,3/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,3/7/2025 7:40,1 stop,In-flight meal not included,NaN,23.667
Air India,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,5/19/2025 14:35,1 stop,No info,6528,24
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,3/28/2025 4:25,1 stop,In-flight meal not included,6017,13.333
Vistara,9/4/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,5613,2.75
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,8:45,10:15,non-stop,No info,8040,1.5
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,4:00,6:50,non-stop,No info,5694,2.833
Jet Airways,NaN,Delhi,Cochin,DEL → BOM → COK,17:30,5/22/2025 19:00,1 stop,In-flight meal not included,12898,25.5
Air Asia,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,19:25,1 stop,No info,5192,11.833
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,15:00,6/2/2025 19:00,1 stop,No info,14714,28
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,23:00,1 stop,NaN,13817,17.25
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,1 stop,No info,14714,10
IndiGo,12/5/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,non-stop,No info,NaN,2.333
Air India,9/5/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,non-stop,No info,6121,2.833
Air India,9/6/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,6/10/2025 5:35,2 stops,No info,11642,12.75
Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,16:00,3/7/2025 4:25,1 stop,No info,15764,12.417
IndiGo,1/6/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,non-stop,No info,4804,2.583
Air India,27/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,2 stops,No info,13223,8.333
IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,non-stop,No info,3858,2.417
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,10:20,6/4/2025 1:30,1 stop,No info,6795,15.167
Air Asia,9/3/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,1 stop,No info,8327,5.5
Air India,21/05/2019,Delhi,Cochin,DEL → BLR → COK,9:30,23:00,1 stop,No info,8907,13.5
IndiGo,9/6/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,1 stop,No info,7095,5.333
Air India,21/03/2019,Delhi,NaN,DEL → BOM → COK,21:00,3/22/2025 7:40,1 stop,No info,6902,10.667
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,5/22/2025 12:35,2 stops,In-flight meal not included,13029,NaN
Air India,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,NaN,No info,NaN,9.25
NaN,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,1 stop,In-flight meal not included,10844,11.417
Air Asia,6/3/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,non-stop,No info,4384,2.5
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,22:05,1 stop,No info,12121,12.5
Jet Airways,21/05/2019,Kolkata,Banglore,NaN,9:35,NaN,1 stop,No info,11467,28.833
IndiGo,3/3/2019,Banglore,New Delhi,BLR → DEL,NaN,22:55,non-stop,NaN,6860,2.917
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,11241,NaN
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,3/25/2025 20:40,1 stop,No info,13759,24.917
IndiGo,1/5/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,1 stop,No info,4226,3.667
IndiGo,9/5/2019,Delhi,Cochin,DEL → BOM → COK,16:00,5/10/2025 1:30,1 stop,No info,9274,9.5
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,1 stop,No info,12192,11
IndiGo,NaN,Kolkata,Banglore,CCU → BLR,9:35,12:20,non-stop,No info,4804,2.75
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,NaN,6/28/2025 12:35,1 stop,In-flight meal not included,10262,25.083
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6/16/2025 12:35,1 stop,In-flight meal not included,10262,23.583
IndiGo,9/6/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,NaN,No info,3175,1.5
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,5/28/2025 12:35,1 stop,In-flight meal not included,12898,19.083
Jet Airways,21/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,non-stop,No info,9564,3.25
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,6/28/2025 19:00,2 stops,No info,12819,29.583
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,9:10,3/25/2025 7:55,2 stops,No info,15187,22.75
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,5/25/2025 13:45,2 stops,No info,12802,28.333
IndiGo,3/6/2019,Kolkata,Banglore,CCU → BLR,9:35,12:10,non-stop,No info,4804,2.583
NaN,9/3/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,6300,2.333
SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,non-stop,No info,3873,2.5
IndiGo,1/6/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,non-stop,No info,5224,2.583
Air India,15/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,non-stop,No info,5228,2.833
Air India,12/3/2019,Mumbai,Hyderabad,BOM → BLR → HYD,9:15,3/13/2025 9:15,1 stop,NaN,8065,24
Air India,3/4/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,non-stop,No info,4441,2.833
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,1 stop,No info,7354,8.667
Air India,21/05/2019,Delhi,Cochin,DEL → COK,5:10,8:00,non-stop,No info,6094,2.833
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 02 Apr,1 stop,In-flight meal not included,7064,16
Jet Airways,9/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,6/10/2025 4:25,2 stops,NaN,13292,18.833
Jet Airways,12/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,6/13/2025 12:35,2 stops,No info,13376,22
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,3/22/2025 18:50,2 stops,In-flight meal not included,7791,32.083
Air India,12/6/2019,Delhi,Cochin,DEL → MAA → COK,12:30,6/13/2025 9:25,1 stop,No info,7480,20.917
IndiGo,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,8:10,13:00,1 stop,No info,5069,4.833
SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No check-in baggage included,3257,2.833
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,12:50,5/10/2025 1:30,1 stop,No info,34273,12.667
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,5/19/2025 19:00,2 stops,No info,16704,23.833
NaN,9/5/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,8:20,23:15,2 stops,No info,11432,14.917
Air India,12/3/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,4307,1.333
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,5/28/2025 12:35,2 stops,In-flight meal not included,13029,17.083
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,non-stop,No info,3100,1.417
Jet Airways,24/03/2019,Kolkata,NaN,CCU → BOM → BLR,19:45,3/25/2025 22:35,1 stop,In-flight meal not included,10031,26.833
SpiceJet,6/6/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No check-in baggage included,3841,2.583
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,non-stop,In-flight meal not included,4030,3
Air India,15/06/2019,Delhi,NaN,DEL → GOI → BOM → COK,22:00,6/16/2025 19:15,2 stops,NaN,10441,21.25
Air India,24/03/2019,NaN,Banglore,CCU → BBI → IXR → DEL → BLR,12:00,3/25/2025 23:15,3 stops,No info,NaN,35.25
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,1 stop,In-flight meal not included,10262,7.5
Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,non-stop,No info,7229,2.917
IndiGo,24/03/2019,NaN,New Delhi,BLR → DEL,13:00,15:50,non-stop,No info,8033,2.833
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,1 stop,No info,6818,7.083
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,8:45,21:00,1 stop,No info,7485,12.25
SpiceJet,3/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No info,3971,2.833
SpiceJet,15/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,3597,2.333
Jet Airways,NaN,Mumbai,Hyderabad,BOM → HYD,2:55,4:25,non-stop,No info,5678,1.5
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,9:25,5/25/2025 7:55,1 stop,No info,8366,22.5
Air India,6/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,2 stops,No info,11753,8.333
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,22:20,6/25/2025 0:40,non-stop,No check-in baggage included,3841,2.333
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,1 stop,No info,9345,6.417
Air India,6/6/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,6/7/2025 8:55,2 stops,No info,15107,18.417
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → HYD → COK,7:05,22:30,1 stop,No info,9646,15.417
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,6/10/2025 4:25,1 stop,In-flight meal not included,NaN,21.333
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,3/28/2025 4:25,2 stops,In-flight meal not included,8456,9.25
SpiceJet,9/6/2019,Kolkata,Banglore,CCU → BLR,22:20,NaN,non-stop,No check-in baggage included,3841,2.333
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,7:05,13:20,1 stop,No info,12537,6.25
IndiGo,6/6/2019,Kolkata,Banglore,CCU → BLR,NaN,12:10,non-stop,NaN,NaN,2.583
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,1 stop,No info,NaN,10.667
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,1 stop,No info,13587,13.917
Jet Airways,12/5/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,non-stop,In-flight meal not included,4050,1.417
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,non-stop,No info,4148,2.75
IndiGo,1/5/2019,Chennai,Kolkata,MAA → CCU,5:15,7:40,non-stop,No info,3850,2.417
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,1:30,4:15,non-stop,No info,4591,2.75
Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,No info,8016,3
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,non-stop,No info,4804,2.5
Jet Airways,18/05/2019,Kolkata,Banglore,NaN,5:45,5/19/2025 8:15,1 stop,No info,13941,26.5
NaN,21/05/2019,Delhi,Cochin,NaN,6:40,21:00,1 stop,No info,NaN,14.333
Air India,12/5/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,9:50,23:15,3 stops,No info,14015,13.417
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,3/13/2025 7:40,1 stop,In-flight meal not included,11087,8.75
IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → COK,6:40,12:00,1 stop,No info,5647,5.333
IndiGo,21/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,5/22/2025 4:35,1 stop,No info,8745,5.083
Jet Airways,1/6/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,non-stop,No info,8016,2.75
Jet Airways,9/6/2019,Delhi,Cochin,DEL → COK,11:00,14:15,non-stop,In-flight meal not included,7202,3.25
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,3/22/2025 18:50,1 stop,In-flight meal not included,5963,26.833
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,NaN,No info,9646,12.75
Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,non-stop,No info,3100,1.5
IndiGo,9/3/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,non-stop,NaN,4148,2.583
IndiGo,1/5/2019,Banglore,NaN,BLR → DEL,18:25,21:20,non-stop,No info,4823,2.917
SpiceJet,6/4/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,non-stop,No check-in baggage included,3841,2.5
Jet Airways,3/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19:00,2 stops,No info,13014,9.333
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,2:15,6/10/2025 4:25,1 stop,In-flight meal not included,10262,26.167
Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,2575,1.333
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,15:15,1 stop,No info,19225,7.25
IndiGo,6/4/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,non-stop,No info,4174,2.583
GoAir,6/6/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,1 stop,No info,7870,NaN
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,1 stop,No info,7934,6.25
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,2 stops,No info,11360,8.083
NaN,27/06/2019,Delhi,Cochin,DEL → HYD → COK,6:50,16:10,1 stop,No info,6442,9.333
Jet Airways,NaN,Delhi,Cochin,DEL → BOM → COK,20:55,6/4/2025 4:25,1 stop,In-flight meal not included,10262,7.5
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,1 stop,No info,6732,7.75
Vistara,9/6/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,non-stop,No info,4668,2.833
IndiGo,21/04/2019,Delhi,Cochin,DEL → BLR → COK,2:00,7:45,1 stop,No info,6258,5.75
